010-ALGORITMOS.mp4,https://www.loom.com/share/4eab3724ede649639fad7f7b885f71c9?sid=9b518692-97be-41fb-897f-1a01a9a04169
020-CONDICIONAL.mp4,https://www.loom.com/share/8f77ca976fa14f398e9d9e1c929bab84?sid=91ea34d9-de95-4074-ae00-4fd4acca9eea
030-BUCLE.mp4,https://www.loom.com/share/2fa9bd336bd541c38450745618197ad7?sid=23e0b298-1076-4ee0-b696-ba4625c62752
040-ESTRUCTURAS.mp4,https://www.loom.com/share/f596664a2b5e433dbf185dca8c1a8c07?sid=67baf02c-2d92-4c39-9de9-6ccc8ef87eff
050-DIAGRAMAS-FLUJO-CODICIONAL.mp4,https://www.loom.com/share/59fd6ec098114efc8011b11b0f4d8427?sid=f5f8fe53-1959-4e33-a3bf-a716619b3d29
060-DIAGRAMAS-FLUJO-BUCLE.mp4,https://www.loom.com/share/253596583bdb4a44ad72a0e0520e3956?sid=85c7290d-dd9a-4200-b5ff-acad7166a32f
070_DIAGRAMAS-FLUJO-MIENTRAS.mp4,https://www.loom.com/share/932b9e0fb91349abb44da611cdae03c9?sid=327f53c7-ed28-45c2-818c-daa37e60ed4f
080_LENGUAJES.mp4,https://www.loom.com/share/29aa5154c56443a6967b315df1f1dff2?sid=fe5fdf62-3f67-4e65-a711-03ef813c2cc7
090_PIMERO-EN-JAVASCRIPT-Y-PYTHON.mp4,https://www.loom.com/share/32169ff8d15b42f89803796acc2b9954?sid=c5613cc9-5137-4a54-b32e-b5f932f91991
100_CONTAR-NUMEROS.mp4,https://www.loom.com/share/805e08c83de744feb7ba36a278a38853?sid=609744e0-7622-4c2b-8ad9-e1a09085d4fa
110_FACTORIAL.mp4,https://www.loom.com/share/02c823b6e9634c4da645c7c5fce7050f?sid=2b8c1be7-b6fb-4797-88e7-c6d45089fc4b
120-SUMA-SERIE.mp4,https://www.loom.com/share/53ffcd8fd13a41c8b8b8c68df8acb201?sid=82dfa249-7e50-450a-9d9e-5ec5dc3821ba
130-NUMEROS-PERFECTOS.mp4,https://www.loom.com/share/245eb21552b54bab85753f1e94e4cb84?sid=8b7d74ea-ef22-4a43-a8e2-fad74eb206da
140-NUMEROS PRIMOS.mp4,https://www.loom.com/share/0959ad3dc60440c3ae980b770101396b?sid=91346747-d5ee-4f2e-bc34-a199b99aa0c4
150-LISTA.mp4,https://www.loom.com/share/dbc83565c5fd48a1ab555395ac062da1?sid=52dd7cf9-8596-4367-be9c-f37692e59797
160-MEDIA.mp4,https://www.loom.com/share/bc2b0284d3f44113a1d9257890114b18?sid=3074e6fa-aa2f-4720-872e-52641ed2abec
170-ORDENACION.mp4,https://www.loom.com/share/78a958373cbe47e6a35ce01e362d59b6?sid=d8733ef5-6cc0-4876-a613-3927ead2e4af
